log,Model,Examination,Techniques,Test started,Test fail,Test fin,duration(ms),Initial,Tautology,ITS,BMC,Induction,PINS,PINSPOR,version
log339653741.txt,AutoFlight-PT-01a,StateSpace,-ltsminpath -its -smt ,5,0,5,6166,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,StateSpace,-ltsminpath -its -smt ,5,0,5,3060,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01a,UpperBounds,-ltsminpath -its -smt ,18,0,18,3017,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,UpperBounds,-ltsminpath -its -smt ,18,0,18,3187,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01a,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3389,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,UpperBounds,-ltsminpath -its -smt ,18,0,18,3297,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,CTLFireability,-ltsminpath -its -smt ,18,0,18,3446,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01a,CTLFireability,-ltsminpath -its -smt ,18,0,18,3257,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,StateSpace,-ltsminpath -its -smt ,5,0,5,3246,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3503,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,StateSpace,-ltsminpath -its -smt ,5,0,5,2768,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,StateSpace,-ltsminpath -its -smt ,5,0,5,2622,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,UpperBounds,-ltsminpath -its -smt ,18,0,18,2910,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,UpperBounds,-ltsminpath -its -smt ,18,0,18,3086,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,StateSpace,-ltsminpath -its -smt ,5,0,5,2623,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,StateSpace,-ltsminpath -its -smt ,5,0,5,2768,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,UpperBounds,-ltsminpath -its -smt ,18,0,18,2728,0,0,0,0,0,0,0,201802092133
log339653741.txt,Diffusion2D-PT-D05N010,StateSpace,-ltsminpath -its -smt ,5,0,5,2972,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01b,StateSpace,-ltsminpath -its -smt ,5,0,5,3594,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,CTLFireability,-ltsminpath -its -smt ,18,0,18,2699,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,UpperBounds,-ltsminpath -its -smt ,18,0,18,3191,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,CTLFireability,-ltsminpath -its -smt ,18,0,18,2898,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3393,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,CTLFireability,-ltsminpath -its -smt ,18,0,18,2763,0,0,0,0,0,0,0,201802092133
log339653741.txt,Diffusion2D-PT-D05N010,UpperBounds,-ltsminpath -its -smt ,18,0,18,3189,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,StateSpace,-ltsminpath -its -smt ,5,0,5,3159,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-PT-02,StateSpace,-ltsminpath -its -smt ,5,0,5,2869,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-PT-02,UpperBounds,-ltsminpath -its -smt ,18,0,18,2923,0,0,0,0,0,0,0,201802092133
log339653741.txt,ERK-PT-000001,CTLFireability,-ltsminpath -its -smt ,18,0,18,3290,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,UpperBounds,-ltsminpath -its -smt ,18,0,18,2895,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,CTLFireability,-ltsminpath -its -smt ,18,0,18,3532,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,CTLCardinality,-ltsminpath -its -smt ,18,0,18,2896,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3848,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,StateSpace,-ltsminpath -its -smt ,5,0,5,3094,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01a,LTLCardinality,-ltsminpath -its -smt ,18,0,18,3611,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01a,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3923,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01a,LTLFireability,-ltsminpath -its -smt ,18,0,18,3668,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01b,UpperBounds,-ltsminpath -its -smt ,18,0,18,3818,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01a,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,4298,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3780,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,CTLCardinality,-ltsminpath -its -smt ,18,0,18,2991,0,0,0,0,0,0,0,201802092133
log339653741.txt,GPPP-PT-C0001N0000000001,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,4536,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,4285,0,0,0,0,0,0,0,201802092133
log339653741.txt,ERK-PT-000001,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3082,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,CTLCardinality,-ltsminpath -its -smt ,18,0,18,2801,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,CTLCardinality,-ltsminpath -its -smt ,18,0,18,2934,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,LTLCardinality,-ltsminpath -its -smt ,18,0,18,4163,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01a,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,4353,0,0,0,0,0,0,0,201802092133
log339653741.txt,Angiogenesis-PT-01,LTLFireability,-ltsminpath -its -smt ,18,0,18,3935,0,0,0,0,0,0,0,201802092133
log339653741.txt,GPPP-PT-C0001N0000000001,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,4076,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,CTLFireability,-ltsminpath -its -smt ,18,0,18,2958,0,0,0,0,0,0,0,201802092133
log339653741.txt,GPPP-PT-C0001N0000000001,ReachabilityFireability,-ltsminpath -its -smt ,19,0,19,4568,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3585,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-COL-0010,UpperBounds,-ltsminpath -its -smt ,18,0,18,5520,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-05a,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,4540,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-COL-0010,StateSpace,-ltsminpath -its -smt ,5,0,5,5755,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,UpperBounds,-ltsminpath -its -smt ,18,0,18,3701,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,CTLFireability,-ltsminpath -its -smt ,18,0,18,3308,0,0,0,0,0,0,0,201802092133
log339653741.txt,GPPP-PT-C0001N0000000001,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3379,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-05a,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,4358,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,4340,0,0,0,0,0,0,0,201802092133
log339653741.txt,GPPP-PT-C0001N0000000001,CTLFireability,-ltsminpath -its -smt ,18,0,18,4473,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-05a,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,4763,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-06a,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,4625,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3489,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-06a,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,4635,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3251,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-06a,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,5403,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,CTLCardinality,-ltsminpath -its -smt ,18,0,18,2727,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3631,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3197,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,LTLCardinality,-ltsminpath -its -smt ,18,0,18,3532,0,0,0,0,0,0,0,201802092133
log339653741.txt,ERK-PT-000001,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,2847,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,LTLCardinality,-ltsminpath -its -smt ,18,0,18,2960,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-PT-0010,LTLFireability,-ltsminpath -its -smt ,18,0,18,3642,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,LTLFireability,-ltsminpath -its -smt ,18,0,18,2943,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,2903,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,LTLCardinality,-ltsminpath -its -smt ,18,0,18,3349,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01b,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,5696,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3362,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,LTLFireability,-ltsminpath -its -smt ,18,0,18,3465,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3216,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,LTLCardinality,-ltsminpath -its -smt ,18,0,18,3402,0,0,0,0,0,0,0,201802092133
log339653741.txt,ERK-PT-000001,LTLCardinality,-ltsminpath -its -smt ,18,0,18,3694,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-PT-02,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3300,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,CTLFireability,-ltsminpath -its -smt ,18,0,18,3356,0,0,0,0,0,0,0,201802092133
log339653741.txt,ERK-PT-000001,LTLFireability,-ltsminpath -its -smt ,18,0,18,3015,0,0,0,0,0,0,0,201802092133
log339653741.txt,CloudDeployment-PT-2a,CTLFireability,-ltsminpath -its -smt ,18,0,18,3160,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3240,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-000001,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3398,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,LTLFireability,-ltsminpath -its -smt ,18,0,18,3435,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3707,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-200,StateSpace,-ltsminpath -its -smt ,5,0,5,3671,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircularTrains-PT-012,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,4263,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-PT-02,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3926,0,0,0,0,0,0,0,201802092133
log339653741.txt,DLCshifumi-PT-2a,StateSpace,-ltsminpath -its -smt ,5,0,5,4125,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-COL-0010,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,6510,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,LTLFireability,-ltsminpath -its -smt ,18,0,18,4020,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3863,0,0,0,0,0,0,0,201802092133
log339653741.txt,Diffusion2D-PT-D05N010,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,4517,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,LTLCardinality,-ltsminpath -its -smt ,18,0,18,3750,0,0,0,0,0,0,0,201802092133
log339653741.txt,GPPP-PT-C0001N0000000001,LTLCardinality,-ltsminpath -its -smt ,18,0,18,4177,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-100,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,8350,0,0,0,0,0,0,0,201802092133
log339653741.txt,CloudDeployment-PT-2a,CTLCardinality,-ltsminpath -its -smt ,18,0,18,2893,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-PT-02,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3184,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-200,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,8300,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-010,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3263,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-COL-0010,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,5168,0,0,0,0,0,0,0,201802092133
log339653741.txt,BridgeAndVehicles-COL-V04P05N02,StateSpace,-ltsminpath -its -smt ,5,0,5,4613,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,2870,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-500,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,8092,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,LTLCardinality,-ltsminpath -its -smt ,18,0,18,2974,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-PT-02,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,2911,0,0,0,0,0,0,0,201802092133
log339653741.txt,CloudDeployment-PT-2a,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3474,0,0,0,0,0,0,0,201802092133
log339653741.txt,ERK-PT-000001,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3077,0,0,0,0,0,0,0,201802092133
log339653741.txt,Diffusion2D-PT-D05N010,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3309,0,0,0,0,0,0,0,201802092133
log339653741.txt,BridgeAndVehicles-COL-V04P05N02,UpperBounds,-ltsminpath -its -smt ,18,0,18,5303,0,0,0,0,0,0,0,201802092133
log339653741.txt,Diffusion2D-PT-D05N010,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3392,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,LTLFireability,-ltsminpath -its -smt ,18,0,18,3790,0,0,0,0,0,0,0,201802092133
log339653741.txt,ERK-PT-000001,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,4007,0,0,0,0,0,0,0,201802092133
log339653741.txt,CloudDeployment-PT-2a,LTLCardinality,-ltsminpath -its -smt ,18,0,18,4461,0,0,0,0,0,0,0,201802092133
log339653741.txt,BridgeAndVehicles-PT-V04P05N02,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,4814,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-PT-02,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3486,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3621,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-COL-02,UpperBounds,-ltsminpath -its -smt ,18,0,18,5495,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-002,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3556,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-PT-02,LTLCardinality,-ltsminpath -its -smt ,18,0,18,3841,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-100,LTLCardinality,-ltsminpath -its -smt ,18,0,18,10343,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-100,LTLFireability,-ltsminpath -its -smt ,18,0,18,9131,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3522,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-PT-02,CTLFireability,-ltsminpath -its -smt ,18,0,18,4184,0,0,0,0,0,0,0,201802092133
log339653741.txt,BridgeAndVehicles-PT-V04P05N02,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,4087,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-PT-02,LTLFireability,-ltsminpath -its -smt ,18,0,18,4253,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-COL-0010,CTLCardinality,-ltsminpath -its -smt ,18,0,18,6080,0,0,0,0,0,0,0,201802092133
log339653741.txt,CloudDeployment-PT-2a,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3749,0,0,0,0,0,0,0,201802092133
log339653741.txt,CloudDeployment-PT-2a,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,4475,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01b,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,6097,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-COL-0010,CTLFireability,-ltsminpath -its -smt ,18,0,18,6645,0,0,0,0,0,0,0,201802092133
log339653741.txt,AirplaneLD-COL-0010,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,7035,0,0,0,0,0,0,0,201802092133
log339653741.txt,Diffusion2D-PT-D05N010,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3187,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3549,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-02track12Block2,CTLCardinality,-ltsminpath -its -smt ,18,0,18,3065,0,0,0,0,0,0,0,201802092133
log339653741.txt,DLCshifumi-PT-2a,UpperBounds,-ltsminpath -its -smt ,18,0,18,3879,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-COL-02,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,5374,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-PT-02,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3548,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-PT-02,CTLFireability,-ltsminpath -its -smt ,18,0,18,3402,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-PT-02,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3025,0,0,0,0,0,0,0,201802092133
log339653741.txt,Diffusion2D-PT-D05N010,CTLFireability,-ltsminpath -its -smt ,18,0,18,3826,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-200,LTLFireability,-ltsminpath -its -smt ,18,0,18,12998,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,3955,0,0,0,0,0,0,0,201802092133
log339653741.txt,CloudDeployment-PT-2a,LTLFireability,-ltsminpath -its -smt ,18,0,18,4258,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-COL-02,StateSpace,-ltsminpath -its -smt ,5,0,5,5960,0,0,0,0,0,0,0,201802092133
log339653741.txt,AutoFlight-PT-01b,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,5813,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-03track12BlockBoth,CTLFireability,-ltsminpath -its -smt ,18,0,18,3720,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,LTLCardinality,-ltsminpath -its -smt ,18,0,18,4205,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-PT-02,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,3851,0,0,0,0,0,0,0,201802092133
log339653741.txt,DLCshifumi-PT-2a,CTLFireability,-ltsminpath -its -smt ,18,0,18,4965,0,0,0,0,0,0,0,201802092133
log339653741.txt,DLCshifumi-PT-2a,CTLCardinality,-ltsminpath -its -smt ,18,0,18,4763,0,0,0,0,0,0,0,201802092133
log339653741.txt,BridgeAndVehicles-COL-V04P05N02,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,6082,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-COL-02,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,6274,0,0,0,0,0,0,0,201802092133
log339653741.txt,Dekker-PT-010,LTLFireability,-ltsminpath -its -smt ,18,0,18,4604,0,0,0,0,0,0,0,201802092133
log339653741.txt,DLCshifumi-PT-2a,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,5889,0,0,0,0,0,0,0,201802092133
log339653741.txt,FMS-PT-500,LTLFireability,-ltsminpath -its -smt ,18,0,18,10624,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-01track12Block1,CTLFireability,-ltsminpath -its -smt ,18,0,18,4132,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-COL-02,CTLCardinality,-ltsminpath -its -smt ,18,0,18,6059,0,0,0,0,0,0,0,201802092133
log339653741.txt,CSRepetitions-PT-02,LTLCardinality,-ltsminpath -its -smt ,18,0,18,4641,0,0,0,0,0,0,0,201802092133
log339653741.txt,BridgeAndVehicles-PT-V04P05N02,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,5316,0,0,0,0,0,0,0,201802092133
log339653741.txt,BridgeAndVehicles-COL-V04P05N02,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,7194,0,0,0,0,0,0,0,201802092133
log339653741.txt,DatabaseWithMutex-COL-02,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,5839,0,0,0,0,0,0,0,201802092133
log339653741.txt,BridgeAndVehicles-PT-V04P05N02,CTLCardinality,-ltsminpath -its -smt ,18,0,18,4642,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-COL-02,CTLCardinality,-ltsminpath -its -smt ,18,0,18,6093,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-01track12Block1,LTLFireability,-ltsminpath -its -smt ,18,0,18,4321,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-02track12Block2,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,4530,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-03track12BlockBoth,CTLCardinality,-ltsminpath -its -smt ,18,0,18,4658,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-02track12Block2,CTLFireability,-ltsminpath -its -smt ,18,0,18,4936,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-01track12Block1,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,4458,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-200,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,4568,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-01track12Block1,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,3964,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-03track12BlockBoth,ReachabilityFireability,-ltsminpath -its -smt ,18,0,18,4460,0,0,0,0,0,0,0,201802092133
log339653741.txt,ERK-PT-001000,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,7505,0,0,0,0,0,0,0,201802092133
log339653741.txt,CircadianClock-PT-001000,LTLFireability,-ltsminpath -its -smt ,18,0,18,8659,0,0,0,0,0,0,0,201802092133
log339653741.txt,Eratosthenes-PT-200,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,7432,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-01track12Block1,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,6454,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-COL-02,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,8497,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-02track12Block2,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,5998,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-03track12BlockBoth,ReachabilityDeadlock,-ltsminpath -its -smt ,3,0,3,5656,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-02track12Block2,LTLCardinality,-ltsminpath -its -smt ,18,0,18,6223,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-COL-02,LTLCardinality,-ltsminpath -its -smt ,18,0,18,9440,0,0,0,0,0,0,0,201802092133
log339653741.txt,DNAwalker-PT-03track12BlockBoth,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,6171,0,0,0,0,0,0,0,201802092133
log339653741.txt,DLCshifumi-PT-2a,ReachabilityCardinality,-ltsminpath -its -smt ,18,0,18,9030,0,0,0,0,0,0,0,201802092133
log339653741.txt,DrinkVendingMachine-PT-02,ReachabilityFireability,-ltsminpath -its -smt ,19,0,19,7921,0,0,0,0,0,0,0,201802092133
